feedback_text,created_at,category,source,rating
professors are approachable during designated office consultation hours,2026-07-28 18:05:54,Academics,feedback form,5
campus security personnel are vigilant and polite at main vehicle checkpost,2026-07-28 18:24:54,Security,review,5
"driver on route 7 drives aggressively on speed breakers, please check",2026-07-28 18:36:38,Transportation,review,2
need more copies of the latest edition algorithms reference book,2026-07-28 18:40:01,Library,survey,3
"street lights near basketball court are flickering, feels unsafe at night",2026-07-28 18:42:01,Security,review,2
campus security personnel are vigilant and polite at main vehicle checkpost,2026-07-28 18:46:24,Security,review,5
Great workshop conducted by robotics club! Really learned a lot.,2026-07-28 18:58:32,Cafeteria,feedback form,1
professors are approachable during designated office consultation hours,2026-07-28 19:07:43,Academics,review,5
acoustics in the main auditorium were distorted during the musical evening,2026-07-28 19:18:59,Events,support ticket,3
long queues at student welfare window due to single staff member operating,2026-07-28 19:20:10,Administration,support ticket,2
acoustics in the main auditorium were distorted during the musical evening,2026-07-28 19:40:59,Events,review,3
study desks in quiet section are comfortable and well-lit,2026-07-28 19:49:29,Library,email,5
online fee receipt generation is instant and hassle-free,2026-07-28 20:10:08,Fees,feedback form,4
elevator in engineering block was under maintenance during morning rush,2026-07-28 20:12:25,Facilities,survey,2
professors are approachable during designated office consultation hours,2026-07-28 20:22:36,Academics,review,5
digital library terminal mice are sticky and need replacement,2026-07-28 21:09:31,Library,survey,2
Bathroom flush in hostel room 304 not working properly since two weeks.,2026-07-28 21:31:32,Hostel,support ticket,2
Internet keeps shutting off while researching in the university library,2026-07-28 21:38:58,Library,support ticket,2
restrooms in ground floor management block need more frequent checks,2026-07-28 21:40:46,Cleanliness,survey,2
"driver on route 7 drives aggressively on speed breakers, please check",2026-07-28 21:41:43,Transportation,email,2
Wi-Fi in hostel common room has been down for three days straight.,2026-07-28 21:44:23,Hostel,review,1
Hostel room switchboards are loose and maintenance hasn't fixed them yet.,2026-07-28 22:16:30,Hostel,support ticket,2
morning breakfast poha and upma are quite decent and fresh,2026-07-28 23:06:13,Cafeteria,feedback form,4
Water pressure in 4th floor hostel showers is almost zero in the morning.,2026-07-28 23:27:20,Hostel,feedback form,2
wfi in cafetaria is totally not working yaar... plz do the needful ASAP!!,2026-07-28 23:46:05,Security,support ticket,5
digital library terminal mice are sticky and need replacement,2026-07-28 23:48:34,Library,survey,2
water coolers on third floor are functioning smoothly and chilled,2026-07-29 00:21:12,Facilities,support ticket,4
"driver on route 7 drives aggressively on speed breakers, please check",2026-07-29 00:38:55,Transportation,support ticket,2
juice bar offers great healthy options at subsidized student rates,2026-07-29 00:51:58,Cafeteria,review,5
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-07-29 01:13:46,Transportation,survey,4
campus security personnel are vigilant and polite at main vehicle checkpost,2026-07-29 01:25:17,Security,email,5
cricket nets require replacement as the netting has torn at several places,2026-07-29 02:07:33,Sports,review,2
restrooms in ground floor management block need more frequent checks,2026-07-29 02:29:19,Cleanliness,support ticket,2
morning breakfast poha and upma are quite decent and fresh,2026-07-29 02:59:56,Cafeteria,feedback form,4
coffee machine in main canteen was broken for two days,2026-07-29 03:05:48,Cafeteria,survey,2
"Library wifi keeps dropping connection every 10 minutes, cannot study",2026-07-29 04:30:40,Library,support ticket,1
Library reading room Wi-Fi fails every time more than 20 students join.,2026-07-29 05:02:05,Library,review,1
campus grounds are kept remarkably green and litter-free,2026-07-29 05:14:01,Cleanliness,email,5
Hostel geysers in block C are still leaking despite repeated complaints.,2026-07-29 06:18:43,Hostel,support ticket,2
restrooms in ground floor management block need more frequent checks,2026-07-29 06:18:55,Cleanliness,review,2
digital library terminal mice are sticky and need replacement,2026-07-29 06:20:28,Library,feedback form,2
cultural fest organization was seamless and guest lectures were inspiring,2026-07-29 06:21:03,Events,survey,5
online fee receipt generation is instant and hassle-free,2026-07-29 06:29:39,Fees,review,4
wifi keeps disconnecting in library,2026-07-29 06:43:02,Library,survey,2
acoustics in the main auditorium were distorted during the musical evening,2026-07-29 07:42:04,Events,review,3
cricket nets require replacement as the netting has torn at several places,2026-07-29 07:58:38,Sports,survey,2
need more copies of the latest edition algorithms reference book,2026-07-29 08:18:12,Library,review,3
water coolers on third floor are functioning smoothly and chilled,2026-07-29 08:20:42,Facilities,support ticket,4
acoustics in the main auditorium were distorted during the musical evening,2026-07-29 08:36:37,Events,survey,3
Security at night gate is stopping day-scholars unnecessarily without reason.,2026-07-29 08:41:57,Events,feedback form,4
juice bar offers great healthy options at subsidized student rates,2026-07-29 08:47:21,Cafeteria,feedback form,5
campus security personnel are vigilant and polite at main vehicle checkpost,2026-07-29 10:03:42,Security,feedback form,5
"street lights near basketball court are flickering, feels unsafe at night",2026-07-29 10:05:05,Security,support ticket,2
professors are approachable during designated office consultation hours,2026-07-29 10:39:56,Academics,feedback form,5
water coolers on third floor are functioning smoothly and chilled,2026-07-29 12:17:34,Facilities,email,4
cultural fest organization was seamless and guest lectures were inspiring,2026-07-29 12:52:38,Events,feedback form,5
study desks in quiet section are comfortable and well-lit,2026-07-29 12:57:01,Library,email,5
elevator in engineering block was under maintenance during morning rush,2026-07-29 13:23:03,Facilities,support ticket,2
late fee penalty policy is too rigid when bank server transactions fail,2026-07-29 13:35:36,Fees,survey,2
"street lights near basketball court are flickering, feels unsafe at night",2026-07-29 13:48:20,Security,feedback form,2
"Plumbing maintenance in block B is very slow, taps are constantly dripping.",2026-07-29 13:56:12,Hostel,email,2
coffee machine in main canteen was broken for two days,2026-07-29 13:58:32,Cafeteria,support ticket,2
need more copies of the latest edition algorithms reference book,2026-07-29 13:59:41,Library,support ticket,3
campus grounds are kept remarkably green and litter-free,2026-07-29 14:05:20,Cleanliness,email,5
classroom projectors in block 2 have low lamp brightness,2026-07-29 14:10:44,Facilities,review,2
Bathroom flush in hostel room 304 not working properly since two weeks.,2026-07-29 14:19:03,Hostel,email,2
acoustics in the main auditorium were distorted during the musical evening,2026-07-29 14:28:24,Events,feedback form,3
cultural fest organization was seamless and guest lectures were inspiring,2026-07-29 14:37:32,Events,survey,5
water coolers on third floor are functioning smoothly and chilled,2026-07-29 14:57:30,Facilities,support ticket,4
schedule for end semester practical exams overlaps with elective test,2026-07-29 15:05:06,Academics,support ticket,2
elevator in engineering block was under maintenance during morning rush,2026-07-29 15:16:37,Facilities,review,2
"driver on route 7 drives aggressively on speed breakers, please check",2026-07-29 15:31:59,Transportation,review,2
faculty feedback process is transparent and taken seriously by HOD,2026-07-29 15:39:28,Academics,survey,4
profesor did not upload slides before midsem exam... vry frustrating.,2026-07-29 16:32:55,Security,survey,5
"food quality is mediocre, especially dinner menu is repetitive",2026-07-29 17:11:26,Cafeteria,support ticket,2
classroom projectors in block 2 have low lamp brightness,2026-07-29 17:25:15,Facilities,support ticket,2
classroom projectors in block 2 have low lamp brightness,2026-07-29 17:30:48,Facilities,feedback form,2
Water pressure in 4th floor hostel showers is almost zero in the morning.,2026-07-29 17:39:49,Hostel,email,2
"wifi disconnect issue in reading hall again and again, plz fix ASAP",2026-07-29 17:52:15,Library,survey,2
schedule for end semester practical exams overlaps with elective test,2026-07-29 17:57:37,Academics,review,2
water coolers on third floor are functioning smoothly and chilled,2026-07-29 18:01:03,Facilities,feedback form,4
"street lights near basketball court are flickering, feels unsafe at night",2026-07-29 18:07:34,Security,review,2
lab equipment for digital electronics is outdated and some kits are faulty,2026-07-29 18:10:53,Academics,email,2
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-07-29 18:20:35,Transportation,support ticket,4
"driver on route 7 drives aggressively on speed breakers, please check",2026-07-29 18:54:19,Transportation,email,2
"street lights near basketball court are flickering, feels unsafe at night",2026-07-29 19:01:03,Security,support ticket,2
Internet keeps shutting off while researching in the university library,2026-07-29 19:02:28,Library,support ticket,2
"street lights near basketball court are flickering, feels unsafe at night",2026-07-29 20:46:25,Security,feedback form,2
water coolers on third floor are functioning smoothly and chilled,2026-07-29 20:55:02,Facilities,review,4
study desks in quiet section are comfortable and well-lit,2026-07-29 21:00:54,Library,survey,5
cultural fest organization was seamless and guest lectures were inspiring,2026-07-29 22:14:41,Events,email,5
acoustics in the main auditorium were distorted during the musical evening,2026-07-29 22:19:55,Events,email,3
